Roll_Code,Math,English,Science,Total,Year
2019_B20598,72,50,69,191,2019
2022_C20599,76,47,61,184,2022
2019_A20600,83,87,38,208,2019
2019_C20601,89,57,46,192,2019
2019_C20602,90,84,45,219,2019
2019_B20603,75,82,47,204,2019
2021_C20604,78,89,44,211,2021
2022_C20605,78,80,42,200,2022
2022_C20606,95,71,35,201,2022
2022_B20607,77,48,39,164,2022
2021_C20608,72,85,42,199,2021
2021_A20609,74,77,59,210,2021
2021_A20610,88,96,43,227,2021
2022_A20611,97,93,66,256,2022
2022_B20612,87,46,48,181,2022
2021_A20613,96,78,46,220,2021
2019_B20614,72,87,52,211,2019
2022_C20615,97,79,47,223,2022
2022_C20616,82,64,43,189,2022
2022_B20617,79,50,39,168,2022
2022_C20618,79,49,58,186,2022
2022_A20619,94,55,53,202,2022
2022_A20620,75,63,79,217,2022
2019_A20621,71,71,36,178,2019
2022_C20622,74,62,73,209,2022
2022_B20623,75,70,42,187,2022
2021_B20624,77,65,61,203,2021
2022_C20625,96,54,51,201,2022
2019_A20626,87,89,37,213,2019
2021_C20627,74,56,75,205,2021
2021_A20628,90,83,55,228,2021
2019_B20629,73,93,67,233,2019
2019_A20630,72,65,49,186,2019
2019_B20631,88,52,45,185,2019
2019_B20632,91,74,37,202,2019
2022_B20633,95,95,35,225,2022
2021_B20634,74,54,41,169,2021
2019_B20635,79,45,66,190,2019
2019_C20636,75,62,56,193,2019
2021_C20637,97,67,62,226,2021
2019_A20638,85,79,41,205,2019
2019_B20639,84,70,53,207,2019
2022_A20640,71,76,54,201,2022
2022_A20641,87,82,54,223,2022
2022_C20642,96,81,41,218,2022
2022_B20643,91,93,38,222,2022
2022_C20644,87,83,41,211,2022
2021_A20645,91,81,72,244,2021
2021_A20646,97,45,52,194,2021
2022_C20647,74,63,73,210,2022
2019_C20648,78,53,55,186,2019
2022_B20649,85,95,60,240,2022
2021_B20650,93,48,41,182,2021
2019_C20651,78,60,57,195,2019
2021_B20652,72,88,62,222,2021
2021_C20653,76,71,76,223,2021
2019_B20654,93,92,61,246,2019
2022_B20655,92,94,77,263,2022
2021_C20656,76,88,72,236,2021
2022_C20657,82,62,49,193,2022
2019_A20658,90,74,39,203,2019
2019_C20659,91,49,48,188,2019
2022_B20660,95,72,71,238,2022
2019_C20661,90,96,49,235,2019
2019_B20662,82,96,54,232,2019
2022_A20663,75,60,47,182,2022
2021_B20664,93,48,55,196,2021
2022_A20665,83,82,68,233,2022
2019_A20666,90,48,39,177,2019
2019_A20667,79,62,50,191,2019
2021_C20668,82,53,52,187,2021
2022_A20669,84,47,42,173,2022
2021_C20670,88,70,41,199,2021
2019_C20671,84,45,45,174,2019
2022_C20672,94,50,65,209,2022
2021_A20673,71,89,67,227,2021
2019_A20674,74,77,35,186,2019
2019_A20675,93,80,41,214,2019
2019_A20676,83,92,64,239,2019
2021_C20677,88,84,63,235,2021
2021_C20678,81,48,51,180,2021
2022_C20679,89,51,69,209,2022
2019_B20680,73,59,42,174,2019
2021_B20681,93,57,62,212,2021
2022_A20682,85,94,70,249,2022
2021_C20683,83,63,41,187,2021
2021_A20684,86,62,60,208,2021
2022_C20685,97,52,68,217,2022
2021_A20686,72,48,62,182,2021
2019_C20687,74,61,46,181,2019
2021_A20688,75,50,79,204,2021
2021_B20689,85,56,79,220,2021
2021_A20690,76,86,75,237,2021
2019_B20691,77,60,44,181,2019
2022_B20692,93,72,38,203,2022
2022_B20693,97,72,42,211,2022
2019_C20694,71,83,65,219,2019
2021_A20695,87,51,50,188,2021
2019_C20696,78,52,74,204,2019
2019_A20697,72,63,50,185,2019
2022_C20698,77,71,75,223,2022
2021_C20699,79,50,37,166,2021
2019_A20700,76,69,36,181,2019
2021_A20701,83,69,41,193,2021
2019_A20702,85,62,45,192,2019
2019_A20703,78,45,60,183,2019
2021_B20704,74,92,70,236,2021
2022_A20705,78,46,39,163,2022
2022_B20706,86,69,50,205,2022
2019_A20707,80,94,42,216,2019
2022_C20708,82,83,53,218,2022
2019_B20709,75,95,44,214,2019
2022_C20710,80,57,40,177,2022
2022_B20711,84,70,78,232,2022
2022_A20712,97,76,52,225,2022
2019_B20713,82,77,56,215,2019
2022_C20714,97,96,54,247,2022
2019_C20715,71,61,71,203,2019
2019_B20716,91,75,60,226,2019
2021_C20717,80,69,64,213,2021
2022_A20718,87,63,59,209,2022
2021_C20719,84,47,50,181,2021
2022_A20720,72,69,64,205,2022
2019_A20721,89,66,61,216,2019
2019_A20722,74,54,36,164,2019
2019_A20723,92,68,59,219,2019
2022_A20724,89,91,60,240,2022
2019_A20725,73,93,71,237,2019
2021_B20726,97,78,63,238,2021
2019_C20727,85,46,63,194,2019
2021_C20728,92,56,64,212,2021
2022_C20729,97,68,75,240,2022
2019_A20730,90,51,60,201,2019
2021_C20731,91,65,53,209,2021
2019_C20732,84,85,79,248,2019
2021_B20733,84,79,40,203,2021
2021_B20734,85,54,35,174,2021
2019_C20735,88,92,61,241,2019
2021_A20736,92,64,61,217,2021
2021_A20737,85,95,73,253,2021
2022_B20738,81,88,73,242,2022
2021_B20739,96,68,39,203,2021
2022_C20740,73,75,71,219,2022
2021_B20741,73,86,43,202,2021
2021_B20742,93,46,51,190,2021
2022_B20743,81,60,68,209,2022
2021_A20744,80,46,49,175,2021
2019_C20745,87,71,55,213,2019
2022_B20746,79,89,69,237,2022
2022_C20747,97,72,56,225,2022
2022_A20748,79,78,62,219,2022
2019_B20749,86,62,40,188,2019
2019_C20750,90,50,37,177,2019
2019_C20751,82,75,56,213,2019
2019_C20752,88,84,74,246,2019
2021_A20753,78,58,71,207,2021
2022_A20754,76,56,42,174,2022
2021_A20755,83,73,43,199,2021
2019_A20756,92,83,75,250,2019
2019_C20757,74,94,73,241,2019
2021_B20758,77,83,64,224,2021
2021_B20759,77,84,68,229,2021
2022_C20760,92,79,68,239,2022
2021_B20761,91,47,71,209,2021
2019_B20762,76,80,44,200,2019
2019_B20763,89,81,52,222,2019
2022_A20764,90,53,49,192,2022
2021_B20765,94,65,48,207,2021
2019_B20766,89,90,76,255,2019
2021_C20767,97,83,54,234,2021
2019_C20768,88,92,58,238,2019
2019_C20769,90,57,38,185,2019
2019_A20770,87,50,39,176,2019
2022_C20771,90,94,61,245,2022
2022_A20772,85,93,38,216,2022
2019_A20773,90,73,57,220,2019
2021_B20774,89,63,68,220,2021
2022_A20775,87,57,60,204,2022
2019_C20776,89,80,62,231,2019
2021_A20777,90,85,55,230,2021
2022_A20778,80,45,44,169,2022
2021_B20779,79,49,56,184,2021
2019_C20780,73,47,71,191,2019
2022_B20781,79,49,48,176,2022
2019_B20782,93,93,47,233,2019
2019_B20783,92,59,65,216,2019
2021_C20784,94,67,69,230,2021
2021_B20785,90,66,62,218,2021
2021_A20786,88,71,73,232,2021
2022_C20787,81,58,55,194,2022
2022_C20788,95,48,40,183,2022
2019_C20789,78,51,39,168,2019
2022_B20790,97,54,77,228,2022
2019_C20791,79,89,79,247,2019
2019_B20792,92,69,70,231,2019
2022_C20793,84,69,56,209,2022
2019_B20794,79,63,52,194,2019
2021_B20795,88,75,69,232,2021
2021_B20796,74,54,76,204,2021
2021_A20797,94,74,53,221,2021
2019_C20798,92,96,46,234,2019
2019_B20799,81,72,47,200,2019
2022_B20800,86,94,52,232,2022
2022_C20801,80,62,44,186,2022
2022_B20802,72,62,40,174,2022
2022_B20803,97,61,58,216,2022
2022_C20804,72,70,44,186,2022
2022_A20805,88,69,67,224,2022
2022_C20806,75,52,69,196,2022
2021_C20807,77,65,74,216,2021
2021_A20808,92,72,48,212,2021
2021_A20809,79,71,54,204,2021
2019_C20810,91,49,38,178,2019
2022_A20811,84,82,56,222,2022
2021_A20812,71,64,38,173,2021
2021_C20813,71,69,67,207,2021
2019_C20814,87,84,50,221,2019
2022_A20815,84,57,43,184,2022
2019_C20816,75,84,60,219,2019
2021_B20817,88,90,37,215,2021
2022_B20818,83,48,53,184,2022
2022_C20819,72,45,59,176,2022
2019_C20820,76,90,74,240,2019
2022_B20821,91,75,49,215,2022
2019_A20822,71,77,78,226,2019
2019_A20823,82,48,43,173,2019
2022_B20824,95,96,42,233,2022
2022_A20825,73,61,36,170,2022
2022_C20826,80,50,67,197,2022
2019_A20827,85,57,49,191,2019
2021_C20828,91,53,47,191,2021
2022_A20829,76,48,79,203,2022
2019_C20830,93,84,50,227,2019
2022_C20831,82,76,64,222,2022
2019_B20832,97,52,77,226,2019
2022_B20833,71,83,65,219,2022
2019_C20834,77,95,64,236,2019
2019_B20835,83,45,37,165,2019
2022_B20836,88,74,71,233,2022
2019_B20837,79,84,46,209,2019
2021_C20838,76,77,68,221,2021
2022_A20839,73,95,64,232,2022
2019_B20840,88,48,72,208,2019
2022_A20841,95,77,51,223,2022
2022_C20842,80,96,53,229,2022
2021_A20843,76,77,79,232,2021
2021_C20844,75,84,73,232,2021
2021_A20845,96,74,71,241,2021
2022_B20846,81,80,53,214,2022
2019_C20847,84,79,39,202,2019
2021_A20848,96,79,39,214,2021
2022_A20849,95,76,70,241,2022
2021_C20850,79,70,66,215,2021
2019_A20851,78,85,49,212,2019
2021_C20852,95,84,43,222,2021
2021_B20853,91,92,51,234,2021
2022_C20854,97,72,55,224,2022
2019_B20855,84,59,37,180,2019
2022_A20856,94,76,37,207,2022
2019_B20857,88,50,75,213,2019
2022_C20858,72,73,41,186,2022
2019_B20859,95,64,74,233,2019
2019_B20860,86,50,76,212,2019
2022_C20861,85,47,58,190,2022
2021_B20862,93,85,62,240,2021
2022_A20863,90,55,40,185,2022
2022_A20864,84,65,53,202,2022
2019_A20865,78,64,54,196,2019
2022_B20866,81,56,78,215,2022
2019_A20867,81,49,47,177,2019
2021_C20868,91,47,38,176,2021
2021_C20869,89,74,47,210,2021
2021_A20870,79,45,47,171,2021
2022_B20871,76,95,66,237,2022
2022_C20872,95,95,74,264,2022
2021_C20873,73,77,67,217,2021
2019_B20874,81,63,39,183,2019
2019_C20875,89,77,67,233,2019
2021_A20876,78,52,43,173,2021
2021_B20877,93,75,76,244,2021
2021_A20878,89,64,36,189,2021
2022_B20879,84,90,46,220,2022
2021_A20880,88,74,51,213,2021
2019_B20881,72,85,63,220,2019
2022_C20882,86,78,63,227,2022
2019_A20883,97,78,77,252,2019
2022_B20884,97,89,41,227,2022
2021_A20885,91,66,64,221,2021
2022_A20886,80,51,58,189,2022
2019_C20887,86,79,49,214,2019
2019_C20888,73,76,35,184,2019
2022_A20889,78,55,74,207,2022
2021_C20890,91,77,35,203,2021
2021_B20891,82,71,45,198,2021
2019_A20892,79,93,45,217,2019
2019_B20893,85,83,46,214,2019
2021_B20894,96,94,67,257,2021
2019_B20895,94,94,56,244,2019
2022_B20896,73,88,56,217,2022
2022_A20897,90,78,54,222,2022
2022_A20898,95,62,48,205,2022
2021_A20899,78,61,51,190,2021
2019_B20900,97,88,54,239,2019
2022_C20901,88,63,76,227,2022
2022_C20902,88,80,77,245,2022
2021_A20903,73,58,49,180,2021
2022_A20904,84,83,65,232,2022
2022_B20905,77,58,79,214,2022
2019_C20906,86,58,69,213,2019
2021_C20907,83,67,57,207,2021
2019_A20908,94,93,71,258,2019
2022_B20909,82,69,46,197,2022
2021_A20910,86,78,60,224,2021
2019_C20911,76,82,49,207,2019
2019_B20912,93,62,56,211,2019
2022_C20913,88,46,68,202,2022
2021_A20914,84,93,39,216,2021
2021_C20915,87,68,46,201,2021
2019_C20916,89,50,47,186,2019
2021_B20917,83,49,37,169,2021
2019_B20918,72,65,66,203,2019
2019_A20919,77,75,71,223,2019
2021_A20920,71,85,55,211,2021
2021_C20921,93,87,71,251,2021
2019_A20922,93,66,35,194,2019
2019_A20923,87,83,44,214,2019
2022_A20924,79,90,57,226,2022
2022_C20925,83,93,54,230,2022
2021_B20926,91,53,77,221,2021
2019_B20927,97,88,52,237,2019
2022_C20928,91,77,45,213,2022
2022_B20929,71,52,59,182,2022
2022_C20930,92,46,79,217,2022
2019_C20931,83,91,44,218,2019
2019_C20932,87,96,39,222,2019
2021_A20933,77,68,63,208,2021
2021_B20934,78,53,53,184,2021
2022_C20935,85,92,50,227,2022
2022_B20936,86,59,68,213,2022
2022_B20937,75,61,75,211,2022
2019_A20938,77,50,36,163,2019
2022_C20939,81,90,42,213,2022
2019_A20940,92,72,46,210,2019
2019_A20941,84,89,38,211,2019
2019_C20942,81,70,46,197,2019
2021_C20943,79,70,73,222,2021
2022_C20944,90,72,69,231,2022
2021_B20945,92,73,74,239,2021
2022_A20946,83,56,66,205,2022
2019_A20947,80,88,72,240,2019
2019_C20948,78,49,56,183,2019
2019_C20949,87,53,79,219,2019
2021_B20950,86,85,71,242,2021
2021_B20951,71,48,44,163,2021
2019_C20952,90,63,76,229,2019
2021_B20953,85,45,62,192,2021
2021_B20954,71,52,58,181,2021
2021_B20955,91,50,45,186,2021
2019_C20956,86,78,37,201,2019
2021_A20957,82,77,37,196,2021
2019_A20958,72,87,69,228,2019
2021_A20959,80,54,40,174,2021
2019_A20960,78,82,50,210,2019
2022_B20961,91,66,60,217,2022
2022_C20962,80,96,68,244,2022
2021_C20963,89,86,41,216,2021
2022_A20964,76,71,42,189,2022
2019_A20965,88,55,77,220,2019
2022_B20966,74,80,54,208,2022
2022_A20967,94,67,64,225,2022
2019_A20968,81,90,76,247,2019
2021_C20969,88,65,53,206,2021
2022_A20970,77,57,58,192,2022
2022_C20971,96,95,44,235,2022
2019_A20972,76,53,47,176,2019
2022_C20973,71,65,42,178,2022
2019_A20974,87,73,42,202,2019
2022_B20975,96,78,50,224,2022
2022_B20976,80,65,63,208,2022
2019_A20977,81,53,42,176,2019
2019_A20978,89,57,51,197,2019
2021_C20979,92,65,75,232,2021
2022_B20980,95,68,54,217,2022
2021_C20981,87,79,40,206,2021
2021_A20982,80,45,37,162,2021
2021_B20983,74,69,38,181,2021
2022_C20984,74,54,49,177,2022
2019_B20985,78,61,55,194,2019
2021_A20986,97,60,75,232,2021
2019_B20987,93,64,45,202,2019
2021_B20988,91,82,54,227,2021
2022_A20989,74,73,46,193,2022
2021_C20990,79,80,63,222,2021
2022_A20991,83,71,51,205,2022
2021_A20992,74,67,36,177,2021
2019_C20993,78,73,35,186,2019
2021_B20994,78,60,51,189,2021
2021_A20995,88,57,63,208,2021
2019_C20996,79,58,70,207,2019
2021_B20997,75,91,53,219,2021
2019_C20998,78,85,49,212,2019
2019_A20999,90,60,77,227,2019
2021_A21000,76,80,53,209,2021
2019_C21001,82,65,65,212,2019
2019_A21002,85,80,38,203,2019
2022_A21003,71,76,66,213,2022
2019_A21004,89,95,38,222,2019
2021_B21005,73,52,70,195,2021
2022_B21006,85,57,68,210,2022
2019_C21007,72,77,40,189,2019
2021_A21008,86,73,54,213,2021
2022_A21009,94,61,40,195,2022
2022_B21010,93,90,63,246,2022
2021_C21011,97,54,58,209,2021
2021_C21012,71,60,50,181,2021
2021_A21013,84,63,67,214,2021
2019_A21014,74,70,45,189,2019
2021_A21015,80,48,55,183,2021
2022_B21016,78,83,79,240,2022
2022_B21017,88,77,43,208,2022
2022_B21018,92,66,46,204,2022
2019_A21019,94,80,79,253,2019
2019_A21020,84,89,75,248,2019
2022_C21021,82,88,45,215,2022
2019_A21022,86,50,46,182,2019
2019_B21023,94,50,45,189,2019
2022_B21024,72,71,54,197,2022
2021_B21025,81,49,37,167,2021
2021_B21026,84,73,67,224,2021
2019_B21027,96,58,72,226,2019
2019_C21028,83,90,51,224,2019
2021_C21029,71,71,77,219,2021
2019_B21030,81,77,40,198,2019
2022_C21031,82,60,66,208,2022
2021_C21032,73,62,63,198,2021
2022_C21033,95,51,54,200,2022
2021_C21034,76,92,79,247,2021
2022_A21035,79,48,51,178,2022
2019_C21036,80,83,77,240,2019
2022_C21037,83,60,66,209,2022
2021_A21038,87,46,74,207,2021
2021_C21039,75,46,38,159,2021
2022_B21040,85,86,76,247,2022
2019_A21041,83,85,71,239,2019
2021_A21042,88,47,78,213,2021
2021_A21043,78,67,49,194,2021
2019_C21044,91,53,73,217,2019
2022_A21045,83,78,65,226,2022
2021_C21046,87,92,40,219,2021
2022_C21047,76,66,65,207,2022
2021_B21048,79,70,62,211,2021
2019_A21049,77,53,60,190,2019
2019_C21050,76,72,75,223,2019
2022_C21051,81,69,58,208,2022
2021_B21052,71,82,65,218,2021
2019_A21053,71,77,46,194,2019
2019_B21054,79,89,38,206,2019
2022_B21055,90,88,72,250,2022
2019_B21056,87,83,74,244,2019
2022_A21057,76,82,47,205,2022
2019_B21058,80,67,73,220,2019
2021_A21059,97,58,51,206,2021
2021_C21060,92,85,35,212,2021
2021_C21061,71,72,70,213,2021
2019_A21062,94,45,62,201,2019
2019_C21063,72,67,78,217,2019
2022_A21064,94,65,40,199,2022
2019_C21065,79,80,43,202,2019
2021_C21066,73,75,53,201,2021
2022_A21067,79,75,42,196,2022
2019_C21068,97,59,58,214,2019
2021_A21069,83,67,77,227,2021
2022_C21070,80,90,49,219,2022
2019_A21071,88,67,78,233,2019
2022_A21072,84,65,70,219,2022
2022_B21073,93,47,46,186,2022
2019_B21074,77,71,41,189,2019
2021_C21075,80,82,64,226,2021
2021_B21076,89,95,52,236,2021
2022_C21077,97,80,41,218,2022
2019_A21078,80,74,50,204,2019
2022_C21079,91,57,61,209,2022
2019_C21080,80,59,67,206,2019
2019_C21081,81,68,60,209,2019
2021_A21082,78,67,77,222,2021
2021_C21083,75,46,36,157,2021
2021_C21084,84,80,60,224,2021
2019_A21085,91,62,41,194,2019
2019_C21086,89,54,57,200,2019
2021_A21087,90,68,48,206,2021
2021_A21088,74,82,45,201,2021
2022_A21089,84,76,69,229,2022
2021_B21090,96,49,53,198,2021
2022_A21091,91,84,61,236,2022
2022_C21092,81,95,74,250,2022
2022_A21093,87,71,48,206,2022
2021_B21094,72,60,44,176,2021
2019_B21095,78,84,36,198,2019
2019_A21096,81,62,50,193,2019
2022_A21097,84,94,63,241,2022
2022_A21098,90,62,62,214,2022
2021_B21099,95,46,72,213,2021
2019_B21100,73,71,50,194,2019
2021_C21101,90,93,78,261,2021
2019_A21102,83,51,37,171,2019
2022_A21103,75,86,68,229,2022
2019_C21104,97,55,79,231,2019
2019_B21105,85,55,71,211,2019
2021_A21106,97,64,50,211,2021
2021_B21107,86,45,57,188,2021
2019_A21108,86,91,73,250,2019
2019_C21109,72,47,55,174,2019
2021_A21110,72,56,54,182,2021
2021_C21111,76,56,39,171,2021
2021_B21112,91,83,46,220,2021
2022_B21113,85,50,66,201,2022
2022_C21114,79,60,59,198,2022
2021_C21115,81,92,70,243,2021
2022_B21116,96,91,63,250,2022
2021_B21117,89,95,65,249,2021
2022_B21118,71,45,67,183,2022
2019_A21119,96,56,54,206,2019
2019_B21120,91,92,44,227,2019
2019_C21121,81,46,35,162,2019
2022_C21122,81,94,50,225,2022
2021_A21123,83,80,78,241,2021
2021_B21124,78,88,36,202,2021
2022_A21125,87,72,43,202,2022
2019_C21126,95,63,73,231,2019
2021_A21127,74,89,67,230,2021
2021_A21128,97,52,46,195,2021
2021_B21129,96,69,54,219,2021
2021_C21130,95,47,63,205,2021
2022_C21131,74,72,50,196,2022
2021_A21132,94,96,60,250,2021
2019_C21133,96,80,35,211,2019
2019_B21134,76,51,75,202,2019
2019_A21135,85,67,79,231,2019
2019_C21136,79,55,62,196,2019
2019_C21137,94,53,79,226,2019
2021_B21138,91,51,47,189,2021
2019_A21139,73,82,48,203,2019
2019_A21140,80,77,72,229,2019
2021_C21141,71,88,78,237,2021
2021_C21142,91,85,49,225,2021
2019_B21143,91,82,65,238,2019
2022_C21144,93,88,71,252,2022
2019_A21145,97,52,77,226,2019
2019_C21146,72,63,38,173,2019
2019_B21147,85,55,77,217,2019
2022_B21148,89,47,44,180,2022
2022_C21149,92,47,38,177,2022
2021_C21150,84,59,60,203,2021
2021_A21151,77,59,59,195,2021
2022_B21152,94,78,71,243,2022
2021_B21153,97,48,38,183,2021
2021_A21154,93,93,68,254,2021
2022_C21155,95,86,47,228,2022
2022_C21156,78,46,59,183,2022
2022_C21157,82,67,48,197,2022
2019_C21158,82,87,64,233,2019
2021_B21159,90,93,70,253,2021
2021_B21160,72,67,48,187,2021
2022_A21161,84,86,54,224,2022
2021_B21162,87,52,72,211,2021
2021_B21163,90,62,65,217,2021
2022_B21164,92,68,56,216,2022
2019_B21165,95,63,68,226,2019
2022_B21166,78,63,76,217,2022
2021_C21167,71,75,47,193,2021
2019_C21168,75,85,37,197,2019
2022_B21169,92,63,58,213,2022
2022_A21170,82,47,72,201,2022
2022_B21171,88,82,62,232,2022
2019_C21172,80,73,49,202,2019
2019_B21173,75,74,67,216,2019
2019_C21174,71,67,79,217,2019
2022_B21175,86,81,58,225,2022
2019_C21176,85,66,55,206,2019
2019_B21177,88,96,71,255,2019
2019_C21178,81,78,65,224,2019
2022_B21179,96,83,68,247,2022
2019_C21180,76,75,72,223,2019
2019_C21181,76,95,60,231,2019
2021_B21182,90,82,73,245,2021
2021_A21183,97,56,41,194,2021
2022_A21184,96,83,66,245,2022
2019_C21185,90,84,35,209,2019
2021_A21186,75,81,49,205,2021
2019_B21187,78,57,73,208,2019
2021_A21188,86,45,47,178,2021
2021_A21189,75,52,43,170,2021
2022_A21190,73,72,47,192,2022
2019_B21191,97,89,55,241,2019
2021_C21192,80,87,64,231,2021
2021_B21193,72,55,53,180,2021
2019_C21194,89,84,44,217,2019
2022_A21195,72,48,57,177,2022
2022_B21196,76,57,65,198,2022
2022_B21197,77,48,73,198,2022
2019_B21198,93,56,59,208,2019
2021_A21199,72,48,62,182,2021
2022_C21200,90,73,43,206,2022
2022_B21201,79,45,78,202,2022
2022_C21202,87,64,46,197,2022
2022_C21203,73,57,39,169,2022
2019_C21204,86,57,61,204,2019
2021_C21205,73,64,61,198,2021
2021_B21206,81,86,60,227,2021
2022_B21207,86,95,56,237,2022
2019_C21208,76,57,59,192,2019
2019_C21209,73,57,38,168,2019
2021_B21210,83,46,65,194,2021
2019_A21211,86,71,58,215,2019
2022_C21212,97,51,66,214,2022
2019_B21213,93,58,45,196,2019
2021_B21214,86,59,45,190,2021
2021_C21215,90,57,40,187,2021
2019_B21216,86,93,49,228,2019
2019_C21217,93,55,62,210,2019
2022_C21218,93,95,57,245,2022
2021_C21219,91,70,67,228,2021
2021_A21220,90,74,68,232,2021
2021_A21221,80,86,46,212,2021
2022_B21222,92,50,66,208,2022
2022_C21223,94,50,36,180,2022
2021_A21224,94,90,75,259,2021
2022_A21225,94,50,56,200,2022
2022_A21226,95,57,54,206,2022
2019_C21227,85,49,56,190,2019
2019_B21228,91,55,63,209,2019
2021_B21229,74,61,66,201,2021
2021_B21230,83,82,36,201,2021
2019_A21231,97,83,67,247,2019
2019_C21232,96,76,56,228,2019
2022_B21233,89,87,43,219,2022
2021_A21234,77,45,61,183,2021
2019_B21235,85,84,68,237,2019
2021_A21236,95,79,39,213,2021
2019_A21237,77,61,78,216,2019
2022_B21238,95,82,73,250,2022
2021_C21239,74,63,49,186,2021
2022_A21240,93,91,59,243,2022
2019_B21241,77,67,59,203,2019
2021_B21242,97,95,50,242,2021
2021_A21243,77,53,38,168,2021
2021_B21244,78,49,54,181,2021
2021_B21245,94,83,51,228,2021
2019_C21246,90,62,68,220,2019
2021_A21247,74,83,60,217,2021
2021_B21248,75,70,55,200,2021
2019_B21249,97,93,47,237,2019
2021_A21250,95,84,36,215,2021
2021_B21251,82,85,57,224,2021
2019_B21252,91,68,56,215,2019
2021_A21253,85,92,77,254,2021
2022_B21254,94,65,76,235,2022
2019_B21255,79,77,36,192,2019
2019_A21256,92,91,62,245,2019
2021_A21257,91,48,47,186,2021
2022_A21258,97,72,64,233,2022
2022_B21259,86,65,70,221,2022
2019_A21260,73,63,55,191,2019
2021_C21261,75,86,53,214,2021
2022_A21262,75,72,51,198,2022
2022_A21263,79,76,64,219,2022
2019_A21264,90,62,68,220,2019
2019_B21265,80,76,49,205,2019
2022_A21266,91,67,66,224,2022
2022_C21267,81,70,56,207,2022
2022_B21268,72,74,51,197,2022
2022_B21269,90,74,75,239,2022
2019_A21270,82,81,53,216,2019
2022_A21271,88,90,55,233,2022
2022_C21272,76,78,37,191,2022
2021_B21273,80,47,49,176,2021
2022_A21274,78,56,45,179,2022
2019_B21275,95,53,68,216,2019
2021_C21276,87,58,58,203,2021
2019_A21277,71,62,39,172,2019
2022_B21278,74,54,58,186,2022
2019_C21279,81,89,56,226,2019
2022_C21280,96,46,57,199,2022
2022_C21281,88,80,65,233,2022
2021_B21282,90,55,49,194,2021
2019_B21283,88,70,42,200,2019
2022_B21284,89,87,59,235,2022
2022_C21285,91,53,42,186,2022
2019_A21286,85,72,65,222,2019
2021_C21287,78,53,51,182,2021
2022_C21288,92,76,57,225,2022
2022_C21289,80,59,54,193,2022
2022_A21290,88,85,70,243,2022
2019_C21291,86,48,79,213,2019
2019_A21292,84,58,61,203,2019
2019_B21293,72,64,44,180,2019
2021_A21294,82,49,45,176,2021
2022_B21295,77,84,61,222,2022
2021_A21296,97,75,62,234,2021
2022_B21297,91,78,54,223,2022
2019_C21298,86,77,71,234,2019
2022_A21299,96,52,76,224,2022
2021_A21300,89,71,61,221,2021
2021_B21301,71,78,38,187,2021
2021_B21302,78,51,71,200,2021
2021_A21303,88,88,79,255,2021
2019_A21304,86,47,47,180,2019
2022_C21305,72,76,48,196,2022
2019_B21306,83,63,44,190,2019
2021_C21307,91,50,46,187,2021
2021_B21308,97,53,72,222,2021
2022_C21309,79,67,59,205,2022
2022_C21310,74,93,57,224,2022
2019_A21311,85,49,55,189,2019
2022_C21312,87,95,41,223,2022
2022_A21313,86,48,66,200,2022
2019_B21314,92,49,40,181,2019
2022_B21315,84,60,59,203,2022
2021_A21316,72,72,76,220,2021
2021_B21317,85,94,40,219,2021
2021_B21318,95,62,36,193,2021
2021_C21319,71,91,68,230,2021
2022_A21320,97,54,37,188,2022
2021_B21321,72,96,47,215,2021
2019_A21322,88,63,57,208,2019
2019_B21323,83,90,36,209,2019
2022_A21324,84,88,70,242,2022
2022_C21325,89,69,39,197,2022
2021_A21326,79,72,77,228,2021
2022_A21327,86,72,35,193,2022
2021_C21328,83,86,44,213,2021
2022_B21329,73,96,78,247,2022
2022_C21330,75,72,66,213,2022
2019_A21331,78,63,47,188,2019
2022_B21332,78,82,53,213,2022
2019_B21333,72,45,39,156,2019
2019_A21334,81,78,65,224,2019
2021_B21335,92,75,62,229,2021
2019_B21336,94,73,35,202,2019
2022_A21337,84,50,77,211,2022
2022_C21338,93,45,49,187,2022
2021_A21339,90,83,46,219,2021
2019_A21340,97,88,69,254,2019
2019_A21341,81,56,42,179,2019
2021_A21342,74,60,64,198,2021
2022_B21343,71,45,71,187,2022
2022_C21344,77,76,72,225,2022
2019_A21345,89,74,66,229,2019
2019_C21346,85,61,76,222,2019
2022_A21347,85,50,53,188,2022
2019_C21348,90,54,66,210,2019
2019_A21349,79,50,71,200,2019
2021_B21350,92,95,66,253,2021
2019_C21351,75,81,72,228,2019
2021_B21352,75,68,56,199,2021
2019_C21353,75,76,68,219,2019
2021_B21354,74,55,65,194,2021
2022_C21355,79,57,75,211,2022
2022_C21356,89,81,55,225,2022
2021_A21357,90,74,68,232,2021
2021_A21358,80,48,75,203,2021
2019_A21359,83,90,54,227,2019
2019_B21360,78,71,61,210,2019
2019_B21361,94,78,76,248,2019
2022_B21362,77,54,73,204,2022
2021_A21363,85,88,69,242,2021
2022_B21364,92,92,72,256,2022
2019_B21365,78,81,43,202,2019
2021_B21366,92,52,58,202,2021
2019_B21367,73,64,50,187,2019
2019_A21368,95,94,37,226,2019
2022_B21369,86,87,48,221,2022
2021_B21370,79,58,44,181,2021
2021_B21371,93,48,41,182,2021
2022_A21372,84,87,61,232,2022
2019_C21373,81,78,66,225,2019
